april-2022-whats-new-and-gay-on-netflix-hulu-hbo-max-showtime-and-paramount.json,2022,april,21,"['Elite: Season 5', 'Hard Cell: Season One', 'Van Helsing: Season Five', 'Russian Doll: Season 2', 'Heartstopper: Season One', 'Grace and Frankie: Season 7B', 'The First Lady', 'Moonshot', 'A Black Lady Sketch Show: Season 3 Premiere', 'Flight Attendant: Season 2 Premiere', 'Gentleman Jack: Season 2 Premiere', 'Snowpiercer: Season 3', 'Boys on the Side', 'The Runaways', 'Woke: Season 2: April 8', 'Crush', 'Under the Tuscan Sun', 'The Outlaws', 'Batwoman: Season Three', 'iCarly: Season 2', 'Rugrats']"
winter-2017-tv-preview-all-the-lesbians-bisexuals-trans-and-queer-women-your-little-heart-desires-365066.json,2017,winter,25,"['NEW! Star', 'Portlandia', 'Nashville', 'NEW!', 'Rosewood', 'Supergirl', 'Jane The Virgin', 'Grey’s Anatomy', 'How To Get Away With Murder', 'Black Sails', 'The Fosters', 'The 100', 'NEW! Imposters', 'The Mindy Project', 'You Me Her', 'NEW! Doubt', 'Billions', 'NEW! The Good Fight', 'NEW! When We Rise', 'Empire', 'NEW! Harlots', 'Call the Midwife', 'Pretty Little Liars', 'NEW! The Handmaid’s Tale', 'Sense8']"
august-2022-whats-new-and-gay-and-streaming-on-netflix-amazon-prime-video-netflix-hulu-disney-amc-and-paramount.json,2022,august,21,"['Under the Tuscan Sun', 'The Outlaws: Season 2', 'A League Of Their Own: Season One', 'Sandman: Season One', 'Riverdale: Season 6', 'Dope', 'Never Have I Ever: Season 3', 'Echoes: Limited Series', 'Disobedience', 'They/Them', 'The Undeclared War: Season One', 'Black Swan', 'Reservation Dogs: Season 2 Premiere', 'Hotties: Season One', 'Disobedience', 'Star Trek Lower Decks: Season 3 Premiere', 'See: Season 3 Premiere', 'Disney+ Programming for LGBTQ+ in August 2022', 'Lightyear', 'Kevin Can F**ck Himself: Season 2', 'Industry: Season Two']"
november-2020-streaming.json,2020,november,20,"['A New York Christmas Wedding', 'American Horror Story 1984', 'V for Vendetta', 'Skins', 'Foxfire', 'Wild Things', 'Killing Eve: Season 3', 'Grey’s Anatomy: Season 17 Premiere', 'Station 19: Season 4 Premiere', 'Burden of Truth: Season 3', 'The Happiest Season', 'Bombshell', 'Transhood', 'American Horror Story 1984', 'Uncle Frank', 'Bombshell', 'Cruel Intentions', 'Now and Then', 'Industry: Season 1', 'Stylish with Jenna Lyons: Limited Series']"
september-2021-whats-new-and-gay-on-netflix-hulu-amazon-prime-video-and-hbo-max.json,2021,september,14,"['Q', 'The Circle: Season 3 Premiere', 'Lucifer: The Final Season', 'Sex Education: Season 3', 'Dear White People: Volume 4', 'Magic Mike', 'Y: The Last Man', 'Alexis Collette', 'The Premise: Season One', ""Jennifer's Body"", 'The Kids Are All Right', 'Pretty Hard Cases: Season One', 'Rent', 'Nuclear Family: Limited Series']"
winter-2020-tv-preview.json,2020,winter,20,"['The L Word: Generation Q', 'Work in Progress', 'God Friended Me', 'All Rise', 'Chicago Fire', 'Stumptown', 'The Good Place', 'Ackley Bridge', 'This is Us', 'Good Trouble', 'S.W.A.T', 'Legacies', 'Charmed', 'Batwoman', 'Supergirl', 'Black Lightning', 'All American', 'Riverdale', ""Grey's Anatomy"", 'NCIS: New Orleans']"
may-2024-whats-new-gay-and-streaming-netflix-max-prime-video-hulu-paramount-apple-tv-peacock.json,2024,may,20,"['Beautiful Rebel', 'Lola', 'Bodkin: Limited Series', 'A Simple Favor', 'The Life You Wanted: Limited Series', 'Hacks: Season Three Premiere', 'Pretty Little Liars Summer School: Season 2 Premiere', 'Thirst With Shay Mitchell: Season One', 'Jeopardy! Masters: Season Two Premiere', 'Prom Dates', 'Black Twitter: A People’s History: Complete Docuseries', 'Past Lies: Limited Series', 'Eileen', 'The Chi: Season 6B Premiere', 'RuPaul’s Drag Race: All Stars: Season 9', 'Outer Range: Season 2', 'Bombshell', 'Outlaws: Season 3', 'We Are Lady Parts: Season 2', 'Acapulco: Season 3 Premiere']"
whats-gay-streaming-in-february-2024.json,2024,february,14,"['Shortcomings', 'Ready Player One', 'Warrior', 'Everything Everywhere All At Once', 'Couple to Throuple: Season One Premiere', 'Vigil: Season Two', 'Bottoms', 'The Second Best Hospital In the Galaxy: Season One', 'Clone High: Season Three', 'Dicks: The Musical', 'Kokomo City', 'Tracker: Season One Premiere', 'NCIS: Hawa’ii: Season Three Premiere', 'Marvel’s Moon Girl and Devil Dinosaur: Season Two Premiere']"
october-2020-streaming.json,2020,october,16,"['Schitt’s Creek: Season 6', 'Deaf U', 'The Haunting of Bly Manor', '40', 'Kipo and the Age of the Wonderbeasts: Season 3', 'Three Men and a Baby', 'Grand Army: Season 1', 'Carol', 'Rebecca', 'Girl, Interrupted', 'The Craft: Legacy', 'Monsterland: Hulu Limited Series', 'Best in Show', 'The Color Purple', 'Equal: HBO Max Original Docuseries', 'Star Trek: Discovery: Season 3']"
new-gay-streaming-pride-june-2025-netflix-hbo-max-prime-video-apple-peacock-hulu-disney-britbox-bet.json,2025,june,26,"['Ginny', 'Olympo', 'The Ultimatum: Queer Love', 'Adam', 'Elena Undone', 'Loving Annabelle', 'A Perfect Ending', 'Scream', 'Sally', 'F*ck Marry Kill', 'Milk', 'Pariah', ""Jennifer's Body"", 'Anna and the Apocalypse', 'Next Gen NYC: Season One Premiere', 'Drive', 'The Buccaneers', 'Breaking Enigma: A World War II Game Changer', 'Ironheart', 'But I’m a Cheerleader', 'Carol', 'Chasing Amy', ""Everybody's Fine"", 'Mr. Loverman: Limited Series Premiere', 'Outrageous: Limited Series Premiere', 'House on Fire: Series Premiere']"
